License Type,Business Name,Street Address,Status,City,State,Zip Code,Phone No.,year,LicenceNumber
Restaurant (A-M) License,J & J CANDY LLC,1416 FASSNACHT AVE,ACTIVE,SOUTH BEND,IN,46628,574-855-1927,2023,RST2023-214
Alarm Agent License,MONITRONICS INTERNATIONAL INC.,1990 Wittington Pl,RENEWED,FARMERS BRANCH,TX,75234,800-835-5378,2021,ALR2021-043
Restaurant (N-Z) License,"SUBWAY OF SOUTH BEND IX, INC",5316 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-243-4338,2023,RST2023-250
Restaurant (N-Z) License,WESTERN NUTRITION,4628 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-855-9095,2022,RST2022-398
Restaurant (N-Z) License,South Bend Firefighters Local 362,"4025 LINCOLN WAY W, SOUTH BEND, IN, 46628",EXPIRED,South Bend,IN,46628,574-232-3473,2021,RST2021-311
Automotive Repair License,M & K TRUCK CENTER OF SOUTH BE,3152 MARY CT,ACTIVE,SOUTH BEND,IN,46614,574-282-1230,2023,AUT2023-064
Arborist License,FOEGLEY LANDSCAPE INC.,52215   LILAC RD,RENEWED,SOUTH BEND,IN,46628,574-277-2424,2020,5322ARBOR2020
Taxi Driver License,"ABDELMULA, MUSAAB A / UNITED CAB",3032 Bentley Ln,INACTIVE,SOUTH BEND,IN,46615,574-303-4111,2020,TXD2020-009
Restaurant (A-M) License,Las Tarascas Restaurant,2335 PRAIRIE AVE,ACTIVE,South Bend,IN,46619,5743155519,2021,RST2021-306
Restaurant (N-Z) License,SWAY COFFEE LLC,527 E Colfax Ave,RENEWED,South Bend,IN,46617,NA,2021,RST2021-165
Tattoo/Body Piercing Artist License,JONATHAN J. RAMIREZ,222 S. 35TH ST.,READY2ISSU,SOUTH BEND,IN,46615,260-350-8886,2023,TAA2023-013
Restaurant (N-Z) License,NEVERIA TRES MANGOS DE SOUTH BEND,2518 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-217-8967,2020,7629RESTZ2020
Automotive Repair License,POMP'S TIRE SERVICE,4207 N MAYFLOWER RD,ACTIVE,South Bend,IN,46628,574-271-3850,2023,AUT2023-055
Restaurant (N-Z) License,LA ROSITA,2909 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-246-0445,2021,RST2021-193
Restaurant (N-Z) License,"WINGS, ETC",2051 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-0077,2021,RST2021-386
Restaurant (A-M) License,LINDEN GRILL,4333 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-246-0250,2021,RST2021-426
Restaurant (N-Z) License,WALMART #3436,700 W IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-1284,2021,RST2021-299
Precious Metal Dealer License,"OZARK TRADING POST, LLC",1530 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-287-7550,2021,PMD2021-002
Restaurant (A-M) License,ARBY'S #1157,"3425 LINCOLN WAY W,  SOUTH BEND,  46628",RENEWED,SOUTH BEND,IN,46628,574-291-1208,2021,RST2021-223
Restaurant (N-Z) License,Raja Always Open,1401 N BENDIX DR,RENEWED,South Bend,IN,46628,574-233-6429,2022,RST2022-352
Restaurant (A-M) License,THE HIDEAWAY AT THE LASALLE,237 N  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-274-0993,2020,8316RESTAM2020
Restaurant (N-Z) License,SOUTH BEND BREW WERKS,216 S  MICHIGAN ST,CLOSED,SOUTH BEND,IN,46601,574-334-0356,2020,8188RESTZ2020
Automotive Repair License,Smittys Muffler and Brake,"2925 MCKINLEY AVE, SOUTH BEND, IN, 46615",RENEWED,South Bend,IN,46615,574-237-1963,2021,AUT2021-051
Restaurant (A-M) License,IMMANUEL UNITED METHODIST CHURCH,1211 W EWING AVE,RENEWED,SOUTH BEND,IN,46613,574-289-5662,2021,RST2021-255
Open Air Business License,Gates Toyota Inc,"640 W IRELAND RD, SOUTH BEND, IN, 46614",INACTIVE,South Bend,IN,46614,574-299-7400,2021,OAB2021-002
Automotive Repair License,"TRUCK CENTERS, INC.",4145 Ameritech Dr,RENEWED,SOUTH BEND,IN,46628,574-289-4065,2020,AUT2020-006
Alarm Agent License,Advanced Security,"807 Bower St, Elkhart, Indiana, 46514",RENEWED,Elkhart,IN,46514,574-293-6898,2022,ALR2022-046
Restaurant (A-M) License,MORRIS PARK COUNTRY CLUB,2200 MCKINLEY AVE,RENEWED,SOUTH BEND,IN,46615,574-233-9474,2021,RST2021-045
Massage Therapist License,SARA ROS FRAZIER,849 N  QUEEN RD,RENEWED,WALKERTON,IN,46574,NA,2020,5781MSGTEC2020
Restaurant (A-M) License,Fairfield Inn and Suites,"1220 E ANGELA BLVD, SOUTH BEND, IN, 46617",RENEWED,South Bend,IN,46617,5742345510,2021,RST2021-408
Restaurant (N-Z) License,PIZZA HUT #34144,4615 MIAMI ST,RENEWED,SOUTH BEND,IN,46614,574-231-9181,2022,RST2022-347
Hotel and Motel License,SOUTH BEND MOTEL,3420 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-291-6330,2021,HTM2021-005
Taxi Driver License,CHARLES MAICHEN / EAGLE CAB,52236 SHENANDOAH DR.,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXD2022-010
Lawn Parking License,701 E. HOWARD ST.,701 E. HOWARD ST.,RENEWED,SOUTH BEND,IN,46617,NA,2022,LWN2022-059
Restaurant (A-M) License,GREEN STAR CAFE,1605 MIAMI ST,RENEWED,SOUTH BEND,IN,46613,574-993-9606,2022,RST2022-193
Automotive Repair License,BARRY SEAT COVER,1924 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-288-4603,2020,1606AUTO2020
Arborist License,MARK TEMPLE TREE SERVICE,202 S  OLIVE ST,RENEWED,NORTH LIBERTY,IN,46556,574-232-2700,2020,2625ARBOR2020
Massage Therapist License,RACHAEL ELIZABETH THOMPSON,618 S 35TH ST,RENEWED,SOUTH BEND,IN,46615,574-344-3664,2020,7289MSGTEC2020
Restaurant (N-Z) License,Samuel Mancino's Italian Eatery,"3302 PORTAGE AVE B-C, IN, 46628",EXPIRED,South Bend,IN,46628,574-271-3650,2022,RST2022-246
Restaurant (N-Z) License,"Shrimp Express Market, Inc.",1836 S. Miami St.,CLOSED,South Bend,IN,46613,708-774-9072,2021,RST2021-338
Restaurant (N-Z) License,VELDMAN'S SERVICE CENTER,5316 W  WESTERN AVE,CLOSED,SOUTH BEND,IN,46619,574-287-7236,2020,864RESTZ2020
Restaurant (A-M) License,HOLIDAY INN EXPRESS,210 E  CALLANDER ST,RENEWED,SOUTH BEND,IN,46614,574-291-1040,2020,8343RESTAM2020
Restaurant (A-M) License,FAIRFIELD INN AND SUITES,1220 E  ANGELA BLVD,RENEWED,SOUTH BEND,IN,46617,574-234-5510,2020,7979RESTAM2020
Massage Therapist License,HEIDI LOUISE KAGARISE,322 E. COLFAX AVE.,RENEWED,SOUTH BEND,IN,46617,574-850-5464,2022,MST2022-003
Restaurant (A-M) License,THE MADISON OYSTER BAR,129 N MAIN ST,READY2ISSU,SOUTH BEND,IN,46601,574-288-3776,2023,RST2023-353
Restaurant (A-M) License,McKinley Pub & Catering Inc.,"2930 MCKINLEY AVE A, SOUTH BEND, IN, 46615",RENEWED,South Bend,IN,46615,574-855-1417,2022,RST2022-064
Restaurant (N-Z) License,STUDEBAKER NATIONAL MUSEUM INC,201 CHAPIN ST,RENEWED,SOUTH BEND,IN,46601,574-235-9714,2021,RST2021-177
Automotive Repair License,DEVREESE ENTERPRISES,1314   PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-288-0822,2020,406AUTO2020
Restaurant (N-Z) License,Starlite Pizza,"932 E IRELAND RD, SOUTH BEND, IN, 46614",READY2ISSU,South Bend,IN,46614,574-291-5757,2023,RST2023-326
Automotive Repair License,JT AUTO,4443 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-235-8473,2021,AUT2021-071
Restaurant (A-M) License,Hacienda Mexican Restaurant,"3903 Portage Ave, Ste H, South Bend, Indiana, 46628",ACTIVE,South Bend,IN,46628,574-273-3843,2023,RST2023-106
Restaurant (A-M) License,MC DONALD'S 493,416 N MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-400-0775,2021,RST2021-024
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,READY2ISSU,SOUTH BEND,IN,46628,574-287-6666,2022,TXV2022-018
Restaurant (N-Z) License,R & B MINI MART,705 LINCOLN WAY,ACTIVE,SOUTH BEND,IN,46616,574-288-5030,2023,RST2023-393
Lawn Parking License,1105 N. ST. LOUIS BLVD.,1105 N. ST. LOUIS BLVD.,INACTIVE,SOUTH BEND,IN,46617,NA,2022,LWN2022-053
Restaurant (A-M) License,FLAMINGO INC.,425 S  MAIN ST,CLOSED,SOUTH BEND,IN,46601,574-234-1546,2020,6634RESTAM2020
Restaurant (A-M) License,BARNABY'S,713 E  JEFFERSON BLVD,RENEWED,SOUTH BEND,IN,46617,574-288-4981,2020,808RESTAM2020
Lawn Parking License,1242 TWYCKENHAM DR.,1242 TWYCKENHAM DR.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-022
Restaurant (A-M) License,BILL'S PLACE FAMILY  RESTAURANT,2105 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-282-2002,2021,RST2021-134
Restaurant (A-M) License,ANGELOS FAMILY RESTAURANT,4301 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-299-9614,2020,843RESTAM2020
Restaurant (N-Z) License,Neelkhant LLC  dba Subway,837 S IRONWOOD DR,ACTIVE,South Bend,IN,46615,574-233-0300,2023,RST2023-007
Restaurant (N-Z) License,SAMUEL MANCINO'S,3302   PORTAGE AVE,RENEWED,SOUTH BEND,IN,46628,574-271-3650,2020,4393RESTZ2020
Restaurant (A-M) License,HOWARD PARK PUBLIC HOUSE,"602 E. JEFFERSON BLVD. SOUTH BEND, IN 46617",ACTIVE,SOUTH BEND,IN,46617,574-233-2577,2023,RST2023-101
Restaurant (A-M) License,BOOTLEG'ERS,"1302 W FORD ST,  SOUTH BEND,  46619",ACTIVE,SOUTH BEND,IN,46619,574-234-0744,2023,RST2023-258
Scrap Metal Dealer License,"PAULS AUTO YARD, INC.",3300 S MAIN ST,EXPIRED,SOUTH BEND,IN,46601,574-231-0611,2022,SCR2022-006
Restaurant (A-M) License,JEANNIE'S TAVERN,621 S BENDIX DR,RENEWED,SOUTH BEND,IN,46619,574-288-2962,2021,RST2021-091
Massage Therapist License,XIN CHEN,5569 BUCKHORN DR,RENEWED,SOUTH BEND,IN,46614,5742747005,2021,MST2021-009
Restaurant (A-M) License,LAS TARASCAS,2335   PRAIRIE AVE,EXPIRED,SOUTH BEND,IN,46614,574-383-5963,2020,8672RESTAM2020
Restaurant (A-M) License,HOOSIER TAP & GRILLE,718 W INDIANA AVE,RENEWED,SOUTH BEND,IN,46613,574-289-4318,2021,RST2021-216
Restaurant (A-M) License,THE BRICK LLC,1145   NORTHSIDE BLVD,CLOSED,MISHAWAKA,IN,46545,574-485-1513,2020,5908RESTAM2020
Restaurant (A-M) License,MADISON PRIMARY SCHOOL,832 N LAFAYETTE BLVD,EXPIRED,SOUTH BEND,IN,46601,574-393-3213,2022,RST2022-459
Restaurant (A-M) License,TEST,227 W JEFFERSON BLVD,INACTIVE,NA,NA,NA,NA,2020,RST2020-075
Restaurant (A-M) License,LET'S SPOON FROZEN YOGURT,1635   EDISON RD,RENEWED,SOUTH BEND,IN,46637,574-292-2359,2020,7079RESTAM2020
Alarm Agent License,AMCEST CORPORATION,1017 Walnut St,RENEWED,ROSELLE,NJ,07203,800-631-7370,2021,ALR2021-037
Restaurant (A-M) License,Faith Apostolic Temple Inc,"911 N BENDIX DR, SOUTH BEND, IN, 46628",RENEWED,South Bend,IN,46628,5742883515,2021,RST2021-131
Massage Therapist License,Haibin Li,12414 S Compass Ave,ACTIVE,Plainfield,IL,60585,312-515-9538,2023,MST2023-001
Restaurant (A-M) License,CHIPOTLE MEXICAN GRILL #1268,1251 N EDDY ST 101,RENEWED,South Bend,IN,46617,614-318-2482,2021,RST2021-034
Peddlers and Canvassers License,La Rosita / Rosalina Cervera,2909 W. Western Ave.,EXPIRED,South Bend,IN,46619,574-229-8695,2022,PDL2022-005
Alarm Agent License,ADT COMMERCIAL LLC,2418 Viridian Dr,RENEWED,BOCA RATON,FL,33431,561-226-3437,2020,592ALARM2020
Restaurant (N-Z) License,RISE UP ACADEMY @ PERLEY,740 N EDDY ST,EXPIRED,SOUTH BEND,IN,46617,574-393-5711,2022,RST2022-466
Automotive Repair License,WALMART #3436,700 W  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-1284,2021,AUT2021-018
Alarm Agent License,LANDMARK SECURITY SYSTEMS INC,1   OUT OF AREA AVE,RENEWED,ELKHART,IN,46515,574-256-5126,2020,6315ALARM2020
Public Parking Facility License,SMART PARK INC.,133 N. MAIN ST.,EXPIRED,CLEVELAND,OH,44111,734-925-5566,2021,PBP2021-007
Restaurant (N-Z) License,POPEYE'S LOUISIANA KITCHEN,2605   LINCOLN WAY,RENEWED,NORTH LIBERTY,IN,46554,574-232-0000,2020,1010RESTZ2020
Restaurant (N-Z) License,7-ELEVEN #30171E,4106 LINCOLN WAY W,RENEWED,VALPARAISO,IN,46385,574-246-1619,2020,RST2020-039
Restaurant (A-M) License,SOUTHHOLD LLC,"121 S DR MARTIN LUTHER KING JR BLVD,  SOUTH BEND,  46601",RENEWED,SOUTH BEND,IN,46601,574-237-7777,2021,RST2021-001
Hotel and Motel License,SHIRLEY MOTEL,6013 US 31,ACTIVE,SOUTH BEND,IN,46614,574-291-4452,2023,HTM2023-005
Donation Box License,BETTER WORLD BOOKS,1217 E IRELAND RD,READY2ISSU,South Bend,IN,46614,574-855-5222,2023,DNB2023-001
Alarm Agent License,PPS Alarms,"50564 GLENSHIRE CT, GRANGER, 46530",RENEWED,Granger,IN,46530,5742768675,2021,ALR2021-034
Taxi Driver License,ANDREW MWANGI / EAGLE CAB,3619 LANGLEY DR.,ACTIVE,SOUTH BEIND,IN,46614,574-339-7768,2022,TXD2022-009
Restaurant (A-M) License,BOURBON ST. PIZZA,902 S  TWYCKENHAM DR,INACTIVE,SOUTH BEND,IN,46615,574-355-3534,2021,RST2021-269
Tattoo/Body Piercing Artist License,ALYSON KALUZNY,2026 CHAPIN ST,RENEWED,SOUTH BEND,IN,46613,NA,2021,TAA2021-008
Restaurant (A-M) License,THE EXCHANGE,112 W JEFFERSON BLVD,RENEWED,SOUTH BEND,IN,46601,574-310-8999,2020,6181RESTAM2020
Lawn Parking License,1105 N. ST. LOUIS BLVD.,1105 N. ST. LOUIS BLVD.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-058
Restaurant (A-M) License,"The Center for the Homeless, Inc.","813 S MICHIGAN ST, SOUTH BEND, 46601",ACTIVE,South Bend,IN,46601,574-282-8700,2023,RST2023-065
Restaurant (A-M) License,THE HIDEAWAY AT THE LASALLE,237 N. MARTIN LUTHER KING JR. BLVD.,READY2ISSU,SOUTH BEND,IN,46601,574-274-0993,2023,RST2023-006
Restaurant (N-Z) License,WEST SIDE DEMOCRATIC CIVIC CLUB,617 S WARREN ST,RENEWED,SOUTH BEND,IN,46619,574-514-6583,2022,RST2022-132
Restaurant (A-M) License,BAMBER SUPERETTE INC.,1145 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-287-1871,2021,RST2021-037
Restaurant (N-Z) License,TARGET STORE T-1902,1400 E IRELAND RD,ACTIVE,SOUTH BEND,IN,46614,574-299-1402,2023,RST2023-335
Restaurant (N-Z) License,ONE STOP #2,3425 LINCOLN WAY,ACTIVE,SOUTH BEND,IN,46628,574-233-8403,2023,RST2023-234
Restaurant (N-Z) License,THE DOWNTOWN SOUP KITCHEN,333 N  MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-286-8367,2020,8683RESTZ2020
Restaurant (N-Z) License,OLIVER INN,630 W  WASHINGTON ST,RENEWED,SOUTH BEND,IN,46601,574-232-4545,2020,1023RESTZ2020
Restaurant (A-M) License,Hardees,"207 W IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,South Bend,IN,46614,574-520-1988,2021,RST2021-358
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR,RENEWED,SOUTH BEND,IN,46628,NA,2021,TXV2021-001
Hotel and Motel License,Super 8 Motel,4124 AMERITECH DR,ACTIVE,SOUTH BEND,IN,46628,574-243-0200,2023,HTM2023-006
Lawn Parking License,1117 N. ST. LOUIS BLVD.,1117 N. ST. LOUIS BLVD.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-005
Hotel and Motel License,"Ivy Court Inn & Suites, LLC.",1404 Ivy Court,RENEWED,South Bend,IN,46637,574-277-6500,2022,HTM2022-008
Restaurant (N-Z) License,ROYAL EXPRESS MART,2124 MCKINLEY AVE,RENEWED,SOUTH BEND,IN,46617,574-855-3523,2021,RST2021-465
Restaurant (N-Z) License,POLITO'S ITALIAN RESTAURANT,401 N  HICKORY RD,RENEWED,SOUTH BEND,IN,46615,574-243-5385,2020,RST2020-033
Restaurant (N-Z) License,SAYLOR'S PIZZA,1725 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-233-5935,2021,RST2021-176
Arborist License,HOMER TREE SERVICE INC,16464 W 143rd St,RENEWED,LOCKPORT,IL,60441,815-512-7018,2020,8058ARBOR2020
Hotel and Motel License,OLIVER INN,630 W  WASHINGTON ST,RENEWED,SOUTH BEND,IN,46601,574-232-4545,2020,1649HOTEL2020
Restaurant (A-M) License,ICHIBAN GOLDEN DRAGON,1733   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-272-8888,2020,5255RESTAM2020
Public Parking Facility License,MEMORIAL HOSPITAL - LAFAYETTE GARAGE,"621 MEMORIAL DR, SOUTH BEND, 46601",RENEWED,SOUTH BEND,IN,46601,574-647-1471,2022,PBP2022-005
Restaurant (A-M) License,CENTER STAGE PIZZA,428 LINCOLN WAY W,EXPIRED,SOUTH BEND,IN,46601,574-472-8700,2022,RST2022-033
Alarm Agent License,Nelson Alarm,"2602 E 55th St, Indianapolis, Indiana, 46220",RENEWED,Indianapolis,IN,46220,317-255-2125,2021,ALR2021-025
Restaurant (N-Z) License,VICKIE'S INC.,112 W MONROE ST,RENEWED,South Bend,IN,46601,574-232-4090,2022,RST2022-381
Restaurant (A-M) License,LA ROSITA,2909 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-246-0445,2022,RST2022-300
Restaurant (A-M) License,MUESSEL PRIMARY SCHOOL,1021 BLAINE AVE,EXPIRED,SOUTH BEND,IN,46628,574-393-3411,2022,RST2022-464
Restaurant (N-Z) License,WASHINGTON HIGH SCHOOL,4747 W WASHINGTON ST,EXPIRED,SOUTH BEND,IN,46615,574-393-5547,2022,RST2022-446
Restaurant (A-M) License,CAMBODIAN THAI RESTAURANT CORP,235 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-289-2877,2021,RST2021-201
Restaurant (A-M) License,BURGER KING #6622,1113 E IRELAND RD,RENEWED,South Bend,IN,46614,574-291-4300,2021,RST2021-140
Restaurant (A-M) License,COMFORT SUITES,6225 US 31,RENEWED,South Bend,IN,46619,NA,2022,RST2022-324
Restaurant (N-Z) License,SAINT ADALBERT CATHOLIC CHURCH,"519 S Olive St, South Bend, IN 46619",RENEWED,SOUTH BEND,IN,46619,574-288-6645,2022,RST2022-001
Lawn Parking License,1927 OAK PARK DR,1927 OAK PARK DR,INACTIVE,SOUTH BEND,IN,46617,NA,2022,LWN2022-010
Automotive Repair License,BELLE TIRE DISTRIBUTORS INC.,4337 S  MICHIGAN ST,RENEWED,ALLEN PARK,MI,48101,574-222-2960,2020,7495AUTO2020
Restaurant (N-Z) License,PIZZA HUT #34116,5113 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-234-5155,2021,RST2021-283
Restaurant (A-M) License,LOS HUMILDES MEXICAN RESTAURANT,4319 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-520-1980,2021,RST2021-188
Restaurant (N-Z) License,SAINT PATRICK CATHOLIC CHURCH,308 S SCOTT ST,RENEWED,SOUTH BEND,IN,46601,574-287-8932,2022,RST2022-212
Charitable Solicitation License,SOUTH BEND CUBS FOUNDATION,525 S. Lafayette Blvd.,EXPIRED,SOUTH BEND,IN,46601,574-404-3636,2022,CHS2022-005
Restaurant (A-M) License,ELKS LODGE #298,1001 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46601,574-232-2678,2021,RST2021-344
Alarm Agent License,HABITEC SECURITY INC,1545 TIMBERWOLF DR,ACTIVE,HOLLAND,OH,43528,419-537-9100,2023,ALR2023-031
Restaurant (N-Z) License,SUBWAY,1615 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-289-0000,2021,RST2021-329
Secondhand Store License,MICHIANA BATTERY,501 E  SAMPLE ST,RENEWED,SOUTH BEND,IN,46601,574-233-2590,2020,4426SECOND2020
Automotive Repair License,Selking International,"4849 W WESTERN AVE, SOUTH BEND, IN, 46619",ACTIVE,South Bend,IN,46619,574-289-5531,2023,AUT2023-016
Food Vending Machine License,AUTOFROST CORP.,2011 N Griffith Blvd,INACTIVE,GRIFFITH,IN,46319,219-924-6708,2021,FVM2021-004
Restaurant (N-Z) License,WALMART #2680,3701   PORTAGE AVE,RENEWED,BENTONVILLE,AR,72716,574-243-4915,2020,3735RESTZ2020
Restaurant (A-M) License,Lane's Dairy Queen Brazier,"2015 SOUTH BEND AVE, SOUTH BEND, IN, 46637",ACTIVE,South Bend,IN,46637,574-271-1102,2023,RST2023-226
Transient Merchant License,Linden Avenue Pop-Up Markets,1522 Linden Ave.,EXPIRED,South Bend,IN,46628,NA,2022,TRM2022-004
Alarm Agent License,LCI HOME ENTERTAINMENT,3904 S 900 E,RENEWED,NEW CARLISLE,IN,46552,574-532-7510,2021,ALR2021-012
Massage Therapist License,RACHAEL ELIZABETH THOMPSON,618 S 35TH ST,RENEWED,SOUTH BEND,IN,46615,574-344-3664,2022,MST2022-002
Restaurant (A-M) License,FIRST PRESBYTERIAN CHURCH,333 W COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-234-4159,2021,RST2021-102
Automotive Repair License,PERSONAL TOUCH CAR CARE,1709 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46619,574-323-6866,2020,8289AUTO2020
Automotive Repair License,Gates Toyota Inc,"640 W IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,SOUTH BEND,IN,46614,574-299-7400,2021,AUT2021-036
Restaurant (A-M) License,FAITH UNITED METHODIST CHURCH,802 E  EWING AVE,RENEWED,SOUTH BEND,IN,46613,574-288-1777,2020,1251RESTAM2020
Automotive Repair License,SNYDER BROTHER'S GARAGE,1335 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-233-0282,2022,AUT2022-027
Restaurant (A-M) License,Macri's Italian Kitchen,"315 W IRELAND RD, SOUTH BEND, IN, 46614",ACTIVE,South Bend,IN,46614,574-231-0200,2023,RST2023-329
Massage Therapist License,GUIYUN LONG,5569 BUCKHORN DR.,RENEWED,SOUTH BEND,IN,46614,312-409-3093,2021,MST2021-016
Restaurant (N-Z) License,ON THE MONEY BBQ,"5307 W WESTERN AVE, SOUTH BEND, IN, 46619",CLOSED,SOUTH BEND,IN,46619,574-347-4311,2021,RST2021-257
Restaurant (A-M) License,LANE'S DAIRY QUEEN BRAZIER,2015   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-271-1102,2020,695RESTAM2020
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S  MICHIGAN ST,EXPIRED,SOUTH BEND,IN,46613,574-233-9599,2020,TXV2020-006
Arborist License,NEW IMAGE TREE SERVICE,1714 S  MAIN ST,RENEWED,SOUTH BEND,IN,46617,574-485-7713,2020,7126ARBOR2020
Restaurant (N-Z) License,PANERA BREAD #1086,1315 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,(574) 231-4932,2021,RST2021-249
Restaurant (N-Z) License,ROZELL ROYAL RIBS,313   CHAPIN ST,RENEWED,SOUTH BEND,IN,46601,574-234-6980,2020,3602RESTZ2020
Automotive Repair License,Smittys Muffler and Brake,2925 MCKINLEY AVE,RENEWED,South Bend,IN,46615,574-237-1963,2022,AUT2022-012
Peddlers and Canvassers License,Dana Scott,1866 W. Meade St.,READY2ISSU,South Bend,IN,46628,574-300-9966,2022,PDL2022-004
Lawn Parking License,1515 ROSEMARY LN.,1515 ROSEMARY LN.,RENEWED,SOUTH BEND,IN,46637,NA,2022,LWN2022-063
Restaurant (N-Z) License,OUR LADY OF HUNGARY SCHOOL,735 W  CALVERT ST,EXPIRED,SOUTH BEND,IN,46613,574-287-1700,2020,859RESTZ2020
Taxi Vehicle License,United Cab,"2107 S MICHIGAN ST,  SOUTH BEND,  46613",INACTIVE,South Bend,IN,46613,574-233-9599,2020,TXV2020-003
Restaurant (N-Z) License,RILEY HIGH SCHOOL,1902 FELLOWS ST,EXPIRED,SOUTH BEND,IN,46613,574-393-5144,2022,RST2022-445
Arborist License,SERENESCAPES INC.,21181 JACKSON RD,ACTIVE,SOUTH BEND,IN,46614,574-231-1941,2023,ARB2023-017
Automotive Repair License,SOUTH BEND AUTO SERVICE,3609 W WESTERN AVE,EXPIRED,SOUTH BEND,IN,46619,574-855-1446,2022,AUT2022-074
Restaurant (A-M) License,GOOD SHEPHERD LUTHERAN CHURCH,1021 MANCHESTER DR,EXPIRED,SOUTH BEND,IN,46615,574-232-9418,2022,RST2022-116
Arborist License,KACHUR TREE SERVICE LLC,316 FULKERSON RD.,ACTIVE,NILES,MI,49120,269-684-0664,2023,ARB2023-013
Restaurant (N-Z) License,PUERTO VALLARTA EXPRESS,415 N HICKORY RD,RENEWED,SOUTH BEND,IN,46615,574-234-7225,2021,RST2021-169
Restaurant (A-M) License,BOO'S BACKYARD BBQ,1526 E. MISHAWAKA AVE.,EXPIRED,SOUTH BEND,IN,46614,574-303-7598,2022,RST2022-529
Tattoo/Body Piercing Artist License,WILLIAM FASHBAUGH JR.,54430 30TH ST.,ACTIVE,SOUTH BEND,IN,46635,NA,2023,TAA2023-008
Automotive Repair License,ROB'S SERVICE CENTER,5307 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-288-9110,2023,AUT2023-069
Alarm Agent License,"RAPID RESPONSE MONITORING SERVICES, INC.",400 W Division St,ACTIVE,SYRACUSE,NY,13204,800-932-3822,2023,ALR2023-024
Restaurant (A-M) License,CULVER'S OF SOUTH BEND,4402 S MICHIGAN ST,RENEWED,South Bend,IN,46614,574-299-9130,2021,RST2021-184
Restaurant (A-M) License,KROGER J-901,4526 W  WESTERN AVE,RENEWED,NASHVILLE,TN,37230,574-288-0471,2020,680RESTAM2020
Lawn Parking License,701 E. HOWARD ST.,701 E. HOWARD ST.,INACTIVE,SOUTH BEND,IN,46617,574-303-4013,2021,LWN2021-029
Restaurant (N-Z) License,NEVERIA LOS TRES MANGOS DE MICHOACAN,2518 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-217-8967,2021,RST2021-380
Rubbish/Garbage Removal License,JUNOLL SERVICES,1020 WEBSTER ST,RENEWED,SOUTH BEND,IN,46619,NA,2021,GAR2021-002
Restaurant (A-M) License,FINNIES NEXT DOOR,233 S MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-404-6100,2022,RST2022-512
